2026-04-06 19:22:35 | INFO     | forex_dss | ForexBot inicializado para monitorar: E, U, R, U, S, D
2026-04-06 19:24:30 | INFO     | forex_dss | ForexBot inicializado para monitorar: EURUSD, GBPUSD, USDJPY, AUDUSD
2026-04-06 19:24:32 | ERROR    | forex_dss | Erro no Radar para EURUSD: 'EMA_200'
2026-04-06 19:24:32 | ERROR    | forex_dss | Erro no Radar para GBPUSD: 'EMA_200'
2026-04-06 19:24:33 | ERROR    | forex_dss | Erro no Radar para USDJPY: 'EMA_200'
2026-04-06 19:24:33 | ERROR    | forex_dss | Erro no Radar para AUDUSD: 'EMA_200'
2026-04-06 19:25:00 | INFO     | forex_dss | ForexBot inicializado para monitorar: EURUSD, GBPUSD, USDJPY, AUDUSD
2026-04-06 19:25:33 | ERROR    | forex_dss | Erro no Radar para EURUSD: 'EMA_200'
2026-04-06 19:25:33 | ERROR    | forex_dss | Erro no Radar para GBPUSD: 'EMA_200'
2026-04-06 19:25:34 | ERROR    | forex_dss | Erro no Radar para USDJPY: 'EMA_200'
2026-04-06 19:25:34 | ERROR    | forex_dss | Erro no Radar para AUDUSD: 'EMA_200'
2026-04-06 19:26:11 | INFO     | forex_dss | ForexBot inicializado para monitorar: EURUSD, GBPUSD, USDJPY, AUDUSD
2026-04-06 19:26:34 | ERROR    | forex_dss | Erro no Radar para EURUSD: 'EMA_200'
2026-04-06 19:26:34 | ERROR    | forex_dss | Erro no Radar para GBPUSD: 'EMA_200'
2026-04-06 19:26:35 | ERROR    | forex_dss | Erro no Radar para USDJPY: 'EMA_200'
2026-04-06 19:26:35 | ERROR    | forex_dss | Erro no Radar para AUDUSD: 'EMA_200'
2026-04-06 19:27:35 | ERROR    | forex_dss | Erro no Radar para EURUSD: 'EMA_200'
2026-04-06 19:27:35 | ERROR    | forex_dss | Erro no Radar para GBPUSD: 'EMA_200'
2026-04-06 19:27:36 | ERROR    | forex_dss | Erro no Radar para USDJPY: 'EMA_200'
2026-04-06 19:27:36 | ERROR    | forex_dss | Erro no Radar para AUDUSD: 'EMA_200'
2026-04-06 19:28:36 | ERROR    | forex_dss | Erro no Radar para EURUSD: 'EMA_200'
2026-04-06 19:28:36 | ERROR    | forex_dss | Erro no Radar para GBPUSD: 'EMA_200'
2026-04-06 19:28:37 | ERROR    | forex_dss | Erro no Radar para USDJPY: 'EMA_200'
2026-04-06 19:28:37 | ERROR    | forex_dss | Erro no Radar para AUDUSD: 'EMA_200'
2026-04-06 19:33:26 | INFO     | forex_dss | ForexBot inicializado para monitorar: EURUSD, GBPUSD, USDJPY, AUDUSD
2026-04-07 05:45:29 | INFO     | forex_dss | ForexBot inicializado para monitorar: EURUSD, GBPUSD, USDJPY, AUDUSD
2026-04-07 10:18:12 | INFO     | forex_dss | ForexBot inicializado para monitorar: EURUSD, GBPUSD, USDJPY, AUDUSD
2026-04-07 10:18:12 | INFO     | forex_dss | Realizando backup diário 59d para EURUSD...
2026-04-07 10:18:15 | INFO     | forex_dss | Backup gravado em data/EURUSD_59d_20260407.csv
2026-04-07 10:18:15 | INFO     | forex_dss | Realizando backup diário 59d para GBPUSD...
2026-04-07 10:18:17 | INFO     | forex_dss | Backup gravado em data/GBPUSD_59d_20260407.csv
2026-04-07 10:18:17 | INFO     | forex_dss | Realizando backup diário 59d para USDJPY...
2026-04-07 10:18:17 | INFO     | forex_dss | Backup gravado em data/USDJPY_59d_20260407.csv
2026-04-07 10:18:17 | INFO     | forex_dss | Realizando backup diário 59d para AUDUSD...
2026-04-07 10:18:18 | INFO     | forex_dss | Backup gravado em data/AUDUSD_59d_20260407.csv
2026-04-07 10:29:22 | INFO     | forex_dss | ForexBot inicializado para monitorar: EURUSD, GBPUSD, USDJPY, AUDUSD
2026-04-07 12:01:14 | INFO     | forex_dss | ForexBot inicializado para monitorar: EURUSD, GBPUSD, USDJPY, AUDUSD
2026-04-07 12:51:37 | INFO     | forex_dss | ForexBot inicializado para monitorar: EURUSD, GBPUSD, USDJPY, AUDUSD
2026-04-07 13:04:18 | INFO     | forex_dss | ForexBot inicializado para monitorar: EURUSD, GBPUSD, USDJPY, AUDUSD
2026-04-08 09:01:59 | INFO     | forex_dss | ForexBot inicializado para monitorar: EURUSD, AUDUSD, USDJPY
2026-04-08 09:01:59 | INFO     | forex_dss | Realizando backup diário 59d para EURUSD...
2026-04-08 09:02:01 | INFO     | forex_dss | Backup gravado em data/EURUSD_59d_20260408.csv
2026-04-08 09:02:01 | INFO     | forex_dss | Realizando backup diário 59d para AUDUSD...
2026-04-08 09:02:03 | INFO     | forex_dss | Backup gravado em data/AUDUSD_59d_20260408.csv
2026-04-08 09:02:03 | INFO     | forex_dss | Realizando backup diário 59d para USDJPY...
2026-04-08 09:02:03 | INFO     | forex_dss | Backup gravado em data/USDJPY_59d_20260408.csv
2026-04-08 09:31:12 | WARNING  | forex_dss | TwelveData Series falhou (HTTPSConnectionPool(host='api.twelvedata.com', port=443): Read timed out. (read timeout=10)). Iniciando fallback yfinance.
2026-04-08 09:31:42 | ERROR    | forex_dss | Erro no Radar para EURUSD: 'NoneType' object is not subscriptable
2026-04-08 09:55:22 | INFO     | forex_dss | ForexBot inicializado para monitorar: EURUSD, AUDUSD, USDJPY
2026-04-08 10:08:38 | INFO     | forex_dss | ForexBot inicializado para monitorar: EURUSD, AUDUSD, USDJPY
2026-04-08 10:41:00 | INFO     | forex_dss | ForexBot inicializado para monitorar: EURUSD
2026-04-08 10:50:16 | INFO     | forex_dss | ForexBot inicializado para monitorar: EURUSD
2026-04-08 10:59:03 | INFO     | forex_dss | ForexBot inicializado para monitorar: EURUSD
2026-04-08 11:08:46 | INFO     | forex_dss | FundamentalAnalyzer: 91 eventos carregados de https://nfs.faireconomy.media/ff_calendar_thisweek.json
2026-04-08 11:08:47 | WARNING  | forex_dss | FundamentalAnalyzer: falha ao carregar https://nfs.faireconomy.media/ff_calendar_nextweek.json → 404 Client Error: Not Found for url: https://nfs.faireconomy.media/ff_calendar_nextweek.json
2026-04-08 14:29:35 | INFO     | forex_dss | FundamentalAnalyzer: 91 eventos carregados de https://nfs.faireconomy.media/ff_calendar_thisweek.json
2026-04-08 14:29:36 | WARNING  | forex_dss | FundamentalAnalyzer: falha ao carregar https://nfs.faireconomy.media/ff_calendar_nextweek.json → 404 Client Error: Not Found for url: https://nfs.faireconomy.media/ff_calendar_nextweek.json
2026-04-08 14:30:46 | INFO     | forex_dss | ForexBot inicializado para monitorar: EURUSD
2026-04-08 14:30:50 | INFO     | forex_dss | FundamentalAnalyzer: 91 eventos carregados de https://nfs.faireconomy.media/ff_calendar_thisweek.json
2026-04-08 14:30:53 | WARNING  | forex_dss | FundamentalAnalyzer: falha ao carregar https://nfs.faireconomy.media/ff_calendar_nextweek.json → 404 Client Error: Not Found for url: https://nfs.faireconomy.media/ff_calendar_nextweek.json
2026-05-21 09:56:52 | INFO     | forex_dss | ForexBot inicializado para monitorar: EURUSD
2026-05-21 09:56:52 | INFO     | forex_dss | Realizando backup diário 59d para EURUSD...
2026-05-21 09:56:53 | INFO     | forex_dss | Backup gravado em data/EURUSD_59d_20260521.csv
2026-05-21 09:56:58 | INFO     | forex_dss | FundamentalAnalyzer: 117 eventos carregados de https://nfs.faireconomy.media/ff_calendar_thisweek.json
2026-05-21 09:56:59 | WARNING  | forex_dss | FundamentalAnalyzer: falha ao carregar https://nfs.faireconomy.media/ff_calendar_nextweek.json → 404 Client Error: Not Found for url: https://nfs.faireconomy.media/ff_calendar_nextweek.json
2026-05-21 17:58:22 | INFO     | forex_dss | ForexBot inicializado para monitorar: E, U, R, U, S, D
2026-05-21 17:58:22 | INFO     | forex_dss | Realizando backup diário 59d para E...
2026-05-21 17:58:22 | WARNING  | forex_dss | TwelveData Series falhou (HTTPSConnectionPool(host='api.twelvedata.com', port=443): Max retries exceeded with url: /time_series?symbol=E/&interval=15min&outputsize=5000&apikey=cd4825fa75ab4e4995193e0af97100c3 (Caused by NameResolutionError("HTTPSConnection(host='api.twelvedata.com', port=443): Failed to resolve 'api.twelvedata.com' ([Errno 8] nodename nor servname provided, or not known)"))). Iniciando fallback yfinance.
2026-05-21 17:58:22 | ERROR    | forex_dss | Falha ao realizar backup de E: Failed to perform, curl: (6) Could not resolve host: guce.yahoo.com. See https://curl.se/libcurl/c/libcurl-errors.html first for more details.
2026-05-21 17:58:22 | INFO     | forex_dss | Realizando backup diário 59d para U...
2026-05-21 17:58:22 | WARNING  | forex_dss | TwelveData Series falhou (HTTPSConnectionPool(host='api.twelvedata.com', port=443): Max retries exceeded with url: /time_series?symbol=U/&interval=15min&outputsize=5000&apikey=cd4825fa75ab4e4995193e0af97100c3 (Caused by NameResolutionError("HTTPSConnection(host='api.twelvedata.com', port=443): Failed to resolve 'api.twelvedata.com' ([Errno 8] nodename nor servname provided, or not known)"))). Iniciando fallback yfinance.
2026-05-21 17:58:22 | ERROR    | forex_dss | Falha ao realizar backup de U: Failed to perform, curl: (6) Could not resolve host: guce.yahoo.com. See https://curl.se/libcurl/c/libcurl-errors.html first for more details.
2026-05-21 17:58:22 | INFO     | forex_dss | Realizando backup diário 59d para R...
2026-05-21 17:58:22 | WARNING  | forex_dss | TwelveData Series falhou (HTTPSConnectionPool(host='api.twelvedata.com', port=443): Max retries exceeded with url: /time_series?symbol=R/&interval=15min&outputsize=5000&apikey=cd4825fa75ab4e4995193e0af97100c3 (Caused by NameResolutionError("HTTPSConnection(host='api.twelvedata.com', port=443): Failed to resolve 'api.twelvedata.com' ([Errno 8] nodename nor servname provided, or not known)"))). Iniciando fallback yfinance.
